LLAVEHOG,ORDEN,DIRECTORIO,NoHijos,NvEducacion,TipoContrato,Salud,Agua_Potable,Estrato,Satisfaccion
60099791,3,6009979,1,0,0,1,2,2,8
60099791,4,6009979,1,0,0,1,2,2,9
60099791,5,6009979,1,0,0,1,2,2,8
60099801,1,6009980,2,5,0,1,2,2,9
60099801,2,6009980,2,3,0,1,2,2,10
60099801,3,6009980,1,0,0,1,2,2,0
60099801,4,6009980,1,0,0,1,2,2,0
60099801,5,6009980,1,0,0,1,2,2,0
60099811,1,6009981,3,3,0,1,1,2,4
60099811,2,6009981,3,1,0,1,1,2,0
60099811,3,6009981,1,7,0,1,1,2,10
60099811,4,6009981,1,0,0,1,1,2,9
60099821,1,6009982,3,5,2,1,2,2,8
60099821,2,6009982,3,1,0,1,2,2,7
60099831,1,6009983,3,3,0,1,2,2,4
60099831,2,6009983,2,0,0,1,2,2,0
60099841,1,6009984,3,3,0,1,1,2,8
60099841,2,6009984,1,11,0,1,1,2,8
60099851,1,6009985,3,3,2,1,1,2,5
60099851,2,6009985,2,5,0,1,1,2,7
60099851,3,6009985,1,0,0,1,1,2,0
60100131,1,6010013,3,3,2,1,2,2,6
60100131,2,6010013,3,3,0,1,2,2,9
60100131,3,6010013,1,5,0,1,2,2,9
60100131,4,6010013,1,11,2,1,2,2,5
60100151,1,6010015,2,5,0,1,1,2,6
60100151,2,6010015,1,9,2,1,1,2,8
60100151,3,6010015,2,7,0,1,1,2,10
60100171,1,6010017,2,7,2,1,1,2,10
60100181,1,6010018,2,3,2,1,1,2,8
60100181,2,6010018,2,3,0,1,1,2,8
60100181,3,6010018,1,0,0,1,1,2,0
60100181,4,6010018,1,0,0,1,1,2,0
60100181,5,6010018,1,0,0,1,1,2,0
60100201,1,6010020,3,3,0,1,1,2,9
60100201,2,6010020,3,3,0,1,1,2,8
60100211,1,6010021,2,3,1,1,1,2,8
60100211,2,6010021,2,3,0,1,1,2,8
60100211,3,6010021,1,5,0,1,1,2,10
60100241,1,6010024,2,5,0,1,1,1,10
60100241,2,6010024,2,3,0,1,1,1,7
60100251,1,6010025,3,3,2,1,6,2,7
60100251,2,6010025,3,4,0,1,6,2,8
60100251,3,6010025,1,0,0,1,6,2,0
60100261,1,6010026,3,3,0,1,6,2,9
60100271,1,6010027,3,3,0,1,2,1,7
60100271,2,6010027,2,1,0,1,2,1,9
60100271,3,6010027,1,3,0,2,2,1,6
60100271,4,6010027,1,1,0,1,2,1,0
60100271,5,6010027,1,5,0,1,2,1,7
60100291,1,6010029,2,5,0,1,6,2,9
60100291,2,6010029,2,5,0,1,6,2,9
60100291,3,6010029,1,0,0,2,6,2,9
60100291,4,6010029,1,9,0,1,6,2,9
60100291,5,6010029,1,0,0,1,6,2,0
60100321,1,6010032,2,7,2,1,6,2,8
60100321,2,6010032,3,5,2,1,6,2,7
60100331,1,6010033,2,5,0,1,6,2,9
60100331,2,6010033,2,5,0,1,6,2,9
60100331,3,6010033,1,0,0,1,6,2,9
60100341,1,6010034,3,11,0,1,6,2,10
60100341,2,6010034,3,5,0,1,6,2,7
60100391,1,6010039,3,11,0,1,6,2,9
60100391,2,6010039,1,5,0,1,6,2,10
60100411,1,6010041,2,0,0,1,6,2,9
60100421,1,6010042,2,5,0,1,6,3,10
60100421,2,6010042,2,5,0,1,6,3,8
60100461,1,6010046,3,3,0,1,6,3,9
60100461,2,6010046,1,7,0,1,6,3,9
60100461,3,6010046,1,0,0,1,6,3,8
60100462,1,6010046,2,11,0,1,6,3,8
60100462,2,6010046,1,0,0,1,6,3,0
60100462,3,6010046,1,0,0,1,6,3,8
60100462,4,6010046,1,0,0,1,6,3,0
60100471,1,6010047,2,5,2,1,6,3,8
60100471,2,6010047,2,5,0,1,6,3,8
60100471,3,6010047,1,0,0,1,6,3,0
60100541,1,6010054,2,3,2,1,1,2,10
60100541,2,6010054,1,11,0,1,1,2,8
60100581,1,6010058,2,4,2,1,1,1,10
60100581,2,6010058,2,4,0,1,1,1,10
60100591,1,6010059,2,3,0,1,1,3,8
60100591,2,6010059,2,5,0,1,1,3,7
60100591,3,6010059,1,0,0,1,1,3,0
60100601,1,6010060,3,5,0,1,1,2,7
60100601,2,6010060,1,0,0,1,1,2,7
60100611,1,6010061,2,5,0,1,6,2,7
60100611,2,6010061,2,0,0,1,6,2,10
60100611,3,6010061,1,5,0,1,6,2,10
60100611,4,6010061,1,0,0,1,6,2,0
60100611,5,6010061,1,0,0,1,6,2,7
60100611,6,6010061,1,0,0,1,6,2,0
60100631,1,6010063,2,11,0,1,6,1,10
60100641,1,6010064,2,0,0,1,6,2,9
60100651,1,6010065,2,0,2,1,1,2,10
60100651,2,6010065,2,4,2,1,1,2,9
60100651,3,6010065,1,0,0,1,1,2,0
60100651,4,6010065,1,0,0,1,1,2,0
60100661,1,6010066,2,6,2,1,6,2,8
60100661,2,6010066,1,0,0,1,6,2,0
60100701,1,6010070,2,11,0,1,1,3,10
60100731,1,6010073,2,5,0,2,1,2,8
60100761,1,6010076,2,7,0,1,6,2,10
60100761,2,6010076,2,5,0,1,6,2,7
60100761,3,6010076,1,0,0,1,6,2,0
60100801,1,6010080,2,9,0,1,1,2,8
60100801,2,6010080,3,3,0,1,1,2,7
60100801,3,6010080,2,5,2,1,1,2,8
60100801,4,6010080,1,0,0,1,1,2,0
60100811,1,6010081,3,3,2,1,1,2,10
60100841,1,6010084,3,3,0,1,2,2,9
60100841,2,6010084,3,5,0,1,2,2,9
60100841,3,6010084,3,4,0,1,2,2,7
60100841,4,6010084,3,0,0,1,2,2,9
60100841,5,6010084,2,0,0,1,2,2,7
60100841,6,6010084,1,0,0,1,2,2,0
60100851,1,6010085,2,4,2,1,1,0,9
60100851,2,6010085,2,4,0,1,1,0,10
60100851,3,6010085,1,0,0,1,1,0,10
60100851,4,6010085,1,0,0,1,1,0,0
60100851,5,6010085,1,0,0,1,1,0,0
60100851,6,6010085,1,0,0,1,1,0,0
60100851,7,6010085,1,0,0,1,1,0,0
60100871,1,6010087,2,5,2,1,2,3,9
60100871,2,6010087,3,5,0,1,2,3,10
60100871,3,6010087,1,0,0,1,2,3,9
60100871,4,6010087,1,0,0,1,2,3,0
60100871,5,6010087,1,0,0,1,2,3,0
60100891,1,6010089,2,5,0,1,1,2,10
60100891,2,6010089,1,0,0,1,1,2,0
60100901,1,6010090,3,11,0,1,1,4,9
60100911,1,6010091,2,3,2,1,1,3,9
60100911,2,6010091,2,0,0,1,1,3,0
60100921,1,6010092,3,3,0,1,1,2,8
60100921,2,6010092,1,5,2,1,1,2,8
60100921,3,6010092,1,5,0,1,1,2,9
60100921,4,6010092,1,5,2,1,1,2,8
60100921,5,6010092,1,5,0,1,1,2,7
60100921,6,6010092,1,5,0,1,1,2,0
60100931,1,6010093,3,3,0,1,2,2,8
60100931,2,6010093,3,4,2,1,2,2,5
60100931,3,6010093,1,5,0,1,2,2,10
60100931,4,6010093,1,5,2,1,2,2,10
60100931,5,6010093,3,3,0,1,2,2,8
60100941,1,6010094,2,5,2,1,1,2,8
60100941,2,6010094,2,3,0,1,1,2,8
60100941,3,6010094,1,5,2,1,1,2,10
60100941,4,6010094,1,0,0,1,1,2,0
60100951,1,6010095,2,11,0,1,4,5,9
60100951,2,6010095,2,11,0,1,4,5,8
60100961,1,6010096,2,11,0,1,1,5,9
60100971,1,6010097,3,11,0,1,6,5,10
60100971,2,6010097,2,5,0,1,6,5,10
60100981,1,6010098,3,3,0,2,2,3,8
60100981,2,6010098,2,0,0,2,2,3,0
60100981,3,6010098,2,0,0,2,2,3,0
60100991,1,6010099,2,5,2,1,1,1,10
60100991,2,6010099,2,5,2,1,1,1,10
60100991,3,6010099,2,4,0,1,1,1,10
60100991,4,6010099,2,0,0,1,1,1,10
60100991,5,6010099,2,0,0,1,1,1,0
60100991,6,6010099,2,0,0,1,1,1,0
60101001,1,6010100,2,0,2,1,1,1,5
60101001,2,6010100,2,0,0,1,1,1,6
60101001,3,6010100,1,0,0,1,1,1,0
60101011,1,6010101,2,5,0,1,1,1,7
60101011,2,6010101,2,5,0,1,1,1,7
60101011,3,6010101,1,0,0,1,1,1,0
60101011,4,6010101,2,0,0,1,1,1,8
60101011,5,6010101,2,0,0,1,1,1,8
60101011,6,6010101,2,3,0,1,1,1,7
60101011,7,6010101,2,0,0,1,1,1,0
60101021,1,6010102,2,5,0,1,1,1,10
60101021,2,6010102,2,3,0,1,1,1,10
60101021,3,6010102,1,0,0,1,1,1,0
60101021,4,6010102,1,0,0,1,1,1,0
60101021,5,6010102,1,0,0,1,1,1,0
60101031,1,6010103,2,1,0,1,1,1,8
60101031,2,6010103,2,4,2,1,1,1,8
60101041,1,6010104,2,5,0,1,1,1,7
60101041,2,6010104,2,4,0,1,1,1,7
60101041,3,6010104,1,0,0,1,1,1,0
60101041,4,6010104,1,0,0,1,1,1,0
60101041,5,6010104,1,0,0,1,1,1,0
60101051,1,6010105,2,4,0,1,1,1,10
60101051,2,6010105,2,5,2,1,1,1,10
60101051,3,6010105,1,0,0,1,1,1,0
60101051,4,6010105,1,0,0,1,1,1,0
60101061,1,6010106,2,0,0,1,1,1,8
60101061,2,6010106,1,4,0,1,1,1,8
60101071,1,6010107,2,3,2,1,2,1,8
60101071,2,6010107,2,5,0,1,2,1,8
60101071,3,6010107,1,0,0,1,2,1,0
60101071,4,6010107,1,0,0,1,2,1,0
60101071,5,6010107,1,5,0,1,2,1,8
60101071,6,6010107,1,0,0,1,2,1,0
60101081,1,6010108,2,3,0,1,1,1,10
60101081,2,6010108,2,0,0,1,1,1,10
60101081,3,6010108,1,5,0,1,1,1,10
60101081,4,6010108,1,0,0,1,1,1,0
60101091,1,6010109,2,5,0,1,1,1,6
60101091,2,6010109,2,5,0,1,1,1,6
60101091,3,6010109,1,0,0,1,1,1,10
60101091,4,6010109,1,0,0,1,1,1,0
60101091,5,6010109,1,0,0,1,1,1,0
60101091,6,6010109,1,0,0,1,1,1,0
60101101,1,6010110,3,3,0,1,1,1,8
60101111,1,6010111,2,5,0,1,2,1,9
60101121,1,6010112,2,5,2,1,1,1,10
60101121,2,6010112,2,5,2,1,1,1,10
60101131,1,6010113,2,11,0,1,4,3,10
60101131,2,6010113,2,13,0,1,4,3,10
60101141,1,6010114,2,3,0,1,4,1,8
60101141,2,6010114,2,3,0,1,4,1,8
60101141,3,6010114,1,0,0,1,4,1,0
60101151,1,6010115,2,5,2,1,1,1,8
60101151,2,6010115,2,5,0,1,1,1,9
60101151,3,6010115,1,0,0,1,1,1,0
60101151,4,6010115,1,0,0,1,1,1,0
60101161,1,6010116,1,5,2,1,1,1,7
60101161,2,6010116,1,0,0,1,1,1,0
60101161,3,6010116,2,3,0,1,1,1,10
60101171,1,6010117,2,7,0,1,2,1,10
60101181,1,6010118,3,3,2,1,2,1,8
60101181,2,6010118,3,3,2,1,2,1,9
60101181,3,6010118,1,7,0,1,2,1,7
60101181,4,6010118,1,4,0,1,2,1,10
60101181,5,6010118,2,3,2,1,2,1,9
60101181,6,6010118,1,0,0,1,2,1,0
60101191,1,6010119,3,3,2,1,6,1,8
60101191,2,6010119,2,3,0,1,6,1,10
60101191,3,6010119,2,8,0,1,6,1,6
60101191,4,6010119,1,0,0,1,6,1,0
60101201,1,6010120,2,5,2,1,6,2,10
60101201,2,6010120,2,5,0,1,6,2,8
60101201,3,6010120,1,0,0,1,6,2,0
60101201,4,6010120,1,0,0,1,6,2,0
60101211,1,6010121,2,0,0,1,2,1,7
60101211,2,6010121,1,7,0,1,2,1,10
60101221,1,6010122,1,5,0,1,1,1,10
60101221,2,6010122,3,1,0,1,1,1,10
60101221,3,6010122,1,4,0,1,1,1,10
60101221,4,6010122,2,3,0,1,1,1,10
60101231,1,6010123,3,3,0,1,1,1,5
60101231,2,6010123,1,5,0,1,1,1,10
60101231,3,6010123,1,0,0,1,1,1,0
60101231,4,6010123,3,4,0,1,1,1,10
60101241,1,6010124,2,5,0,1,1,1,10
60101241,2,6010124,2,4,0,1,1,1,10
60101241,3,6010124,1,0,0,1,1,1,0
60101241,4,6010124,1,0,0,1,1,1,0
60101251,1,6010125,2,5,0,1,1,1,5
60101251,2,6010125,2,3,0,1,1,1,10
60101251,3,6010125,1,0,0,1,1,1,0
60101261,1,6010126,2,4,0,1,1,1,5
60101261,2,6010126,1,5,0,1,1,1,8
60101261,3,6010126,1,1,0,1,1,1,9
60101271,1,6010127,3,3,1,1,2,1,10
60101271,2,6010127,1,3,0,1,2,1,10
60101281,1,6010128,3,3,0,1,2,1,2
60101281,2,6010128,2,4,0,1,2,1,8
60101281,3,6010128,1,0,0,1,2,1,0
60101281,4,6010128,1,0,0,1,2,1,0
60101291,1,6010129,2,5,0,1,1,1,10
60101291,2,6010129,1,0,0,1,1,1,9
60101301,1,6010130,3,5,2,2,1,1,10
60101311,1,6010131,2,5,0,2,1,1,10
60101311,2,6010131,2,5,2,2,1,1,10
60101311,3,6010131,1,4,0,1,1,1,10
60101311,4,6010131,1,0,0,1,1,1,0
60101321,1,6010132,2,7,0,1,1,3,10
60101321,2,6010132,2,7,0,1,1,3,10
60101321,3,6010132,1,0,0,1,1,3,10
60101321,4,6010132,1,0,0,1,1,3,0
60101321,5,6010132,1,0,0,1,1,3,0
60101331,1,6010133,3,7,0,1,2,2,0
60101331,2,6010133,2,4,0,1,2,2,10
60101341,1,6010134,2,3,0,1,1,1,6
60101341,2,6010134,2,3,0,1,1,1,7
60101341,3,6010134,1,5,0,1,1,1,10
60101341,4,6010134,1,0,0,1,1,1,0
60101341,5,6010134,2,0,0,1,1,1,0
60101351,1,6010135,3,7,0,1,2,3,7
60101351,2,6010135,1,0,0,1,2,3,10
60101351,3,6010135,1,0,0,1,2,3,0
60101361,1,6010136,1,0,0,1,2,3,7
60101361,2,6010136,3,3,0,1,2,3,7
60101361,3,6010136,3,4,2,1,2,3,8
60101361,4,6010136,2,5,0,1,2,3,8
60101371,1,6010137,1,7,0,1,2,3,7
60101371,2,6010137,2,4,0,1,2,3,8
60101371,3,6010137,1,0,0,1,2,3,0
60101371,4,6010137,1,0,0,1,2,3,0
60101371,5,6010137,3,3,0,1,2,3,8
60101381,1,6010138,2,11,2,1,1,3,9
60101381,2,6010138,3,9,0,1,1,3,7
60101381,3,6010138,1,0,0,1,1,3,6
60101391,1,6010139,3,9,2,2,1,3,4
60101391,2,6010139,2,5,0,2,1,3,10
60101391,3,6010139,2,10,0,2,1,3,7
60101391,4,6010139,2,7,0,2,1,3,7
60101391,5,6010139,1,4,0,2,1,3,0
60101391,6,6010139,1,0,0,2,1,3,0
60101401,1,6010140,2,5,0,1,2,2,8
60101401,2,6010140,3,5,0,1,2,2,9
60101401,3,6010140,1,0,0,1,2,2,9
60101411,1,6010141,2,5,0,1,2,2,8
60101411,2,6010141,2,7,0,1,2,2,8
60101411,3,6010141,1,0,0,1,2,2,0
60101421,1,6010142,3,4,2,1,2,2,8
60101421,2,6010142,2,7,0,1,2,2,8
60101421,3,6010142,1,0,0,1,2,2,9
60101421,4,6010142,1,0,0,1,2,2,0
60101431,1,6010143,2,5,0,1,6,2,8
60101431,2,6010143,2,0,0,1,6,2,8
60101431,3,6010143,1,0,0,1,6,2,0
60101431,4,6010143,1,0,0,1,6,2,0
60101441,1,6010144,3,3,2,1,2,2,5
60101451,1,6010145,3,10,2,1,2,2,8
60101451,2,6010145,1,0,0,1,2,2,8
60101451,3,6010145,1,0,0,1,2,2,0
60101451,4,6010145,1,0,0,1,2,2,0
60101461,1,6010146,3,5,2,1,2,2,9
60101461,2,6010146,1,3,0,1,2,2,9
60101461,3,6010146,1,5,2,2,2,2,7
60101461,4,6010146,3,3,0,1,2,2,9
60101471,1,6010147,2,13,0,1,2,2,10
60101481,1,6010148,2,7,0,1,1,2,8
60101481,2,6010148,3,5,2,1,1,2,10
60101481,3,6010148,1,0,0,1,1,2,0
60101491,1,6010149,3,5,2,1,2,2,8
60101491,2,6010149,3,3,0,1,2,2,9
60101501,1,6010150,2,7,0,1,2,5,9
60101501,2,6010150,2,5,0,1,2,5,9
60101501,3,6010150,1,0,0,1,2,5,0
60101511,1,6010151,2,5,0,1,2,5,9
60101511,2,6010151,2,13,1,1,2,5,10
60101511,3,6010151,1,0,0,1,2,5,9
60101511,4,6010151,1,0,0,1,2,5,0
60101511,5,6010151,1,0,0,1,2,5,0
60101521,1,6010152,3,4,0,1,4,5,10
60101521,2,6010152,3,4,0,1,4,5,9
60101531,1,6010153,3,13,0,1,4,5,8
60101531,2,6010153,1,0,0,1,4,5,7
60101531,3,6010153,1,0,0,1,4,5,8
60101541,1,6010154,3,3,2,1,6,2,9
60101551,1,6010155,2,3,2,1,2,2,10
60101551,2,6010155,3,5,2,1,2,2,8
60101561,1,6010156,2,4,2,1,6,2,8
60101561,2,6010156,2,7,0,1,6,2,8
60101571,1,6010157,2,3,2,1,2,2,7
60101571,2,6010157,3,5,0,1,2,2,9
60101571,3,6010157,1,0,0,1,2,2,0
60101581,1,6010158,3,3,0,1,2,2,8
60101591,1,6010159,3,7,0,1,2,2,9
60101601,1,6010160,3,5,0,1,2,1,9
60101601,2,6010160,2,4,2,1,2,1,6
60101601,3,6010160,2,5,2,1,2,1,9
60101611,1,6010161,3,3,2,1,6,1,8
60101621,1,6010162,3,5,2,1,2,3,9
60101621,2,6010162,2,11,0,2,2,3,10
60101621,3,6010162,1,0,0,2,2,3,0
60101631,1,6010163,3,7,0,1,4,1,8
60101631,2,6010163,3,5,0,1,4,1,7
60101631,3,6010163,1,11,2,1,4,1,8
60101631,4,6010163,1,0,0,1,4,1,8
60101631,5,6010163,2,0,0,1,4,1,8
60101641,1,6010164,3,1,0,1,4,1,10
60101651,1,6010165,3,3,2,1,1,1,7
60101661,1,6010166,3,3,0,1,1,1,7
60101671,1,6010167,2,3,2,1,2,1,7
60101671,2,6010167,2,3,2,2,2,1,7
60101681,1,6010168,3,5,2,2,2,1,10
60101681,2,6010168,2,5,0,1,2,1,10
60101681,3,6010168,1,0,0,1,2,1,10
60101681,4,6010168,1,0,0,1,2,1,0
60101681,5,6010168,1,0,0,1,2,1,0
60101771,1,6010177,3,13,0,1,1,5,10
60101781,1,6010178,2,11,0,1,1,5,9
60101781,2,6010178,2,11,0,1,1,5,9
60101781,3,6010178,1,0,0,1,1,5,0
60101791,1,6010179,3,11,0,1,5,5,10
60101791,2,6010179,1,11,0,1,5,5,10
60101791,3,6010179,1,11,0,1,5,5,9
60101801,1,6010180,2,3,2,1,1,5,9
60101801,2,6010180,2,11,2,1,1,5,9
60101801,3,6010180,1,0,0,1,1,5,0
60101801,4,6010180,1,0,0,1,1,5,0
60101811,1,6010181,3,13,2,1,5,5,10
60101811,2,6010181,1,0,0,1,5,5,10
60101811,3,6010181,1,0,0,1,5,5,0
60101811,4,6010181,1,0,0,1,5,5,0
60101811,5,6010181,2,5,0,2,5,5,8
60101821,1,6010182,3,11,0,1,1,5,9
60101821,2,6010182,3,5,0,1,1,5,6
60101831,1,6010183,2,5,0,2,2,2,10
60101841,1,6010184,3,4,2,1,2,2,10
60101841,2,6010184,3,4,2,1,2,2,10
60101851,1,6010185,2,5,0,1,2,1,10
60101851,2,6010185,2,0,0,1,2,1,10
60101851,3,6010185,2,4,2,2,2,1,7
60101851,4,6010185,2,0,0,2,2,1,10
60101861,1,6010186,2,3,0,2,1,1,0
60101861,2,6010186,2,1,0,2,1,1,10
60101861,3,6010186,1,0,0,2,1,1,0
60101861,4,6010186,1,0,0,2,1,1,0
60101861,5,6010186,1,0,0,2,1,1,0
60101871,1,6010187,2,3,0,2,2,1,10
60101871,2,6010187,2,1,1,1,2,1,10
60101871,3,6010187,2,3,0,1,2,1,0
60101891,1,6010189,3,5,0,1,2,1,10
60101891,2,6010189,1,11,0,1,2,1,10
60101901,1,6010190,2,5,0,1,2,1,10
60101921,1,6010192,3,1,0,2,6,0,6
60101931,1,6010193,3,4,2,1,1,3,8
60101931,2,6010193,3,5,0,1,1,3,6
60101941,1,6010194,2,0,0,1,2,3,10
60101941,2,6010194,2,0,0,1,2,3,6
60101961,1,6010196,2,11,0,1,6,3,10
60101961,2,6010196,2,11,0,1,6,3,10
60101971,1,6010197,2,5,0,1,1,3,9
60101971,2,6010197,2,3,0,1,1,3,9
60101971,3,6010197,1,0,0,1,1,3,0
60101981,1,6010198,2,4,0,1,1,3,9
60101981,2,6010198,1,3,2,1,1,3,9
60101991,1,6010199,2,3,0,1,1,3,8
60101991,2,6010199,2,3,0,1,1,3,9
60102001,1,6010200,2,5,0,1,1,3,9
60102001,2,6010200,2,4,0,1,1,3,9
60102001,3,6010200,1,5,0,1,1,3,9
60102001,4,6010200,1,5,0,1,1,3,9
60102001,5,6010200,1,4,0,1,1,3,9
60102011,1,6010201,2,5,0,1,1,3,9
60102011,2,6010201,2,5,0,1,1,3,9
60102011,3,6010201,2,3,0,1,1,3,8
60102021,1,6010202,3,5,0,1,6,3,10
60102021,2,6010202,1,0,0,1,6,3,6
60102021,3,6010202,1,4,0,1,6,3,10
60102021,4,6010202,1,0,0,1,6,3,0
60102041,1,6010204,3,4,0,1,6,4,10
60102041,2,6010204,3,10,0,1,6,4,10
60102061,1,6010206,2,4,0,1,2,3,10
60102061,2,6010206,2,5,0,1,2,3,8
60102061,3,6010206,1,0,0,1,2,3,0
60102071,1,6010207,2,5,0,1,1,2,9
60102071,2,6010207,1,0,0,1,1,2,9
60102071,3,6010207,1,0,0,1,1,2,0
60102081,1,6010208,2,9,0,1,1,3,9
60102101,1,6010210,2,3,0,1,1,2,9
60102101,2,6010210,2,3,0,1,1,2,9
60102101,3,6010210,1,5,0,1,1,2,9
60102111,1,6010211,2,5,0,1,1,2,9
60102111,2,6010211,2,3,0,1,1,2,8
60102121,1,6010212,2,4,0,1,1,3,9
60102131,1,6010213,2,3,0,1,2,1,8
60102131,2,6010213,1,0,0,1,2,1,10
60102131,3,6010213,1,0,0,1,2,1,0
60102131,4,6010213,1,0,0,1,2,1,0
60102131,5,6010213,1,0,0,1,2,1,0
60102141,1,6010214,2,3,0,2,2,0,6
60102141,2,6010214,2,3,0,2,2,0,7
60102141,3,6010214,1,7,0,2,2,0,6
60102151,1,6010215,3,3,0,2,6,0,10
60102151,2,6010215,2,1,2,1,6,0,10
60102151,3,6010215,1,4,2,1,6,0,10
60102151,4,6010215,1,4,0,2,6,0,10
60102151,5,6010215,2,0,0,1,6,0,0
60102171,1,6010217,3,3,0,1,2,2,10
60102171,2,6010217,3,3,2,1,2,2,10
60102171,3,6010217,1,11,2,1,2,2,10
60102181,1,6010218,2,4,0,1,1,1,10
60102181,2,6010218,1,5,2,2,1,1,10
60102181,3,6010218,1,4,2,2,1,1,10
60102201,1,6010220,2,3,0,2,2,0,8
60102201,2,6010220,2,1,2,2,2,0,7
60102201,3,6010220,1,3,0,2,2,0,7
60102201,4,6010220,1,3,2,2,2,0,8
60102201,5,6010220,1,3,0,1,2,0,10
60102201,6,6010220,1,3,0,2,2,0,0
60102221,1,6010222,3,4,0,1,2,2,6
60102221,2,6010222,1,0,0,1,2,2,0
60102231,1,6010223,2,5,0,1,2,2,10
60102231,2,6010223,3,5,0,1,2,2,8
60102231,3,6010223,1,0,0,1,2,2,0
60102231,4,6010223,1,0,0,1,2,2,0
60102241,1,6010224,2,4,2,2,2,0,10
60102241,2,6010224,3,4,0,2,2,0,10
60102241,3,6010224,1,0,0,2,2,0,0
60102241,4,6010224,1,0,0,2,2,0,0
60102251,1,6010225,3,3,2,1,2,2,10
60102281,1,6010228,2,11,0,1,6,2,10
60102311,1,6010231,2,3,0,1,2,2,10
60102311,2,6010231,2,4,0,1,2,2,10
60102311,3,6010231,1,0,0,1,2,2,0
60102311,4,6010231,1,0,0,1,2,2,0
60102331,1,6010233,3,3,2,2,6,1,6
60102331,2,6010233,2,5,0,1,6,1,7
60102331,3,6010233,1,0,0,1,6,1,6
60102331,4,6010233,1,0,0,1,6,1,0
60102341,1,6010234,2,4,2,1,4,1,8
60102341,2,6010234,2,5,0,1,4,1,8
60102341,3,6010234,1,0,0,1,4,1,7
60102341,4,6010234,1,0,0,1,4,1,0
60102341,5,6010234,1,0,0,1,4,1,0
60102351,1,6010235,2,5,0,1,2,1,7
60102351,2,6010235,2,4,2,1,2,1,9
60102351,3,6010235,1,0,0,1,2,1,0
60102351,4,6010235,1,0,0,1,2,1,0
60102361,1,6010236,3,3,2,1,2,1,6
60102361,2,6010236,2,3,0,1,2,1,6
60102361,3,6010236,1,3,0,1,2,1,6
60102371,1,6010237,3,3,2,1,6,1,7
60102371,2,6010237,2,5,2,1,6,1,8
60102371,3,6010237,1,0,0,1,6,1,0
60102371,4,6010237,1,0,0,1,6,1,0
60102371,5,6010237,1,0,0,1,6,1,0
60102371,6,6010237,3,3,0,1,6,1,9
60102381,1,6010238,2,3,2,1,6,1,7
60102381,2,6010238,2,3,0,1,6,1,7
60102381,3,6010238,1,0,0,1,6,1,8
60102391,1,6010239,2,7,2,1,6,1,8
60102421,1,6010242,2,3,0,1,6,1,7
60102421,2,6010242,2,4,2,1,6,1,9
60102421,3,6010242,1,0,0,1,6,1,8
60102431,1,6010243,2,7,0,1,2,2,8
60102431,2,6010243,1,0,0,1,2,2,7
60102431,3,6010243,1,0,0,1,2,2,0
60102441,1,6010244,2,3,0,1,1,2,8
60102441,2,6010244,2,0,0,1,1,2,9
60102441,3,6010244,2,0,0,1,1,2,0
60102441,4,6010244,1,0,0,1,1,2,0
60102451,1,6010245,1,0,0,1,2,2,9
60102451,2,6010245,1,0,0,1,2,2,9
60102451,3,6010245,1,0,0,1,2,2,10
60102451,4,6010245,2,5,2,1,2,2,10
60102451,5,6010245,1,0,0,1,2,2,0
60102451,6,6010245,3,3,2,1,2,2,10
60102461,1,6010246,3,7,2,1,1,2,7
60102461,2,6010246,1,0,0,1,1,2,8
60102461,3,6010246,1,0,0,1,1,2,0
60102471,1,6010247,3,1,0,1,1,2,10
60102471,2,6010247,3,3,0,1,1,2,8
60102471,3,6010247,1,3,2,1,1,2,7
60102471,4,6010247,2,0,0,1,1,2,0
60102481,1,6010248,3,3,0,1,1,2,6
60102481,2,6010248,1,3,0,1,1,2,9
60102491,1,6010249,3,3,0,1,1,2,7
60102491,2,6010249,2,4,2,1,1,2,8
60102491,3,6010249,1,0,0,1,1,2,0
60102491,4,6010249,1,0,0,1,1,2,0
60102491,5,6010249,1,0,0,1,1,2,0
60102501,1,6010250,2,5,2,1,1,2,8
60102501,2,6010250,2,5,2,1,1,2,9
60102511,1,6010251,3,3,0,1,2,2,10
60102511,2,6010251,2,3,0,1,2,2,10
60102511,3,6010251,1,9,0,1,2,2,10
60102511,4,6010251,1,0,0,1,2,2,0
60102581,1,6010258,2,3,2,1,6,5,9
60102581,2,6010258,2,7,0,1,6,5,9
60102581,3,6010258,1,0,0,1,6,5,10
60102591,1,6010259,2,11,0,1,2,5,10
60102591,2,6010259,3,11,0,1,2,5,8
60102601,1,6010260,3,5,2,1,4,5,9
60102601,2,6010260,2,5,0,1,4,5,10
60102601,3,6010260,2,4,0,1,4,5,7
60102611,1,6010261,2,11,0,1,6,5,10
60102611,2,6010261,2,11,0,1,6,5,9
60102611,3,6010261,1,0,0,1,6,5,0
60102611,4,6010261,2,4,0,1,6,5,9
60102621,1,6010262,2,9,0,1,6,5,5
60102621,2,6010262,2,13,0,1,6,5,5
60102621,3,6010262,1,0,0,1,6,5,0
60102621,4,6010262,2,3,0,1,6,5,10
60102631,1,6010263,3,11,2,1,6,5,9
60102631,2,6010263,2,11,2,1,6,5,10
60102631,3,6010263,1,0,0,1,6,5,0
60102631,4,6010263,3,3,0,1,6,5,9
60102641,1,6010264,2,7,0,1,4,5,7
60102641,2,6010264,2,9,0,1,4,5,8
60102641,3,6010264,1,11,0,1,4,5,8
